report_date,report_count,rolling_30_day_avg,anomaly_pct,anomaly_status,search_interests
2024-01-02,3,1.63,84.05,Elevated,0
2024-01-03,1,1.5,-33.33,Normal,0
2024-01-05,1,1.5,-33.33,Normal,0
2024-01-09,1,1.44,-30.56,Normal,0
2024-01-10,3,1.67,79.64,Elevated,0
2024-01-11,17,3.2,431.25,Anomaly,0
2024-01-12,4,3.5,14.29,Normal,0
2024-01-16,2,3.36,-40.48,Normal,0
2024-01-17,1,3.36,-70.24,Normal,0
2024-01-18,3,3.45,-13.04,Normal,0
2024-01-22,1,3.25,-69.23,Normal,0
2024-01-23,59,7.54,682.49,Anomaly,0
2024-01-24,1,7.07,-85.86,Normal,0
2024-01-29,2,7.07,-71.71,Normal,0
2024-01-30,3,6.8,-55.88,Normal,0
2024-01-31,3,6.56,-54.27,Normal,0
2024-02-01,2,6.5,-69.23,Normal,608
2024-02-02,1,6.5,-84.62,Normal,0
2024-02-05,4,6.69,-40.21,Normal,0
2024-02-06,3,6.47,-53.63,Normal,0
2024-02-08,4,6.65,-39.85,Normal,0
2024-02-09,1,6.53,-84.69,Normal,0
2024-02-12,3,5.81,-48.36,Normal,0
2024-02-13,2,5.59,-64.22,Normal,0
2024-02-14,5,5.56,-10.07,Normal,0
2024-02-16,6,6.06,-0.99,Normal,0
2024-02-19,2,6.0,-66.67,Normal,0
2024-02-20,1,5.72,-82.52,Normal,0
2024-02-21,2,5.78,-65.4,Normal,0
2024-02-22,4,2.72,47.06,Normal,0
2024-02-23,5,2.94,70.07,Elevated,0
2024-02-26,2,2.89,-30.8,Normal,0
2024-02-27,2,2.85,-29.82,Normal,0
2024-02-28,3,2.9,3.45,Normal,0
2024-02-29,3,2.9,3.45,Normal,0
2024-03-01,4,2.95,35.59,Normal,649
2024-03-02,1,2.9,-65.52,Normal,0
2024-03-04,4,3.05,31.15,Normal,0
2024-03-05,4,3.1,29.03,Normal,0
2024-03-06,1,2.95,-66.1,Normal,0
2024-03-07,3,2.95,1.69,Normal,0
2024-03-08,2,2.91,-31.27,Normal,0
2024-03-11,2,2.9,-31.03,Normal,0
2024-03-12,5,3.0,66.67,Elevated,0
2024-03-13,4,3.05,31.15,Normal,0
2024-03-14,2,3.05,-34.43,Normal,0
2024-03-15,1,2.86,-65.03,Normal,0
2024-03-16,1,2.78,-64.03,Normal,0
2024-03-18,3,2.65,13.21,Normal,0
2024-03-20,3,2.7,11.11,Normal,0
2024-03-21,5,2.87,74.22,Elevated,0
2024-03-22,3,2.91,3.09,Normal,0
2024-03-24,1,2.68,-62.69,Normal,0
2024-03-25,1,2.61,-61.69,Normal,0
2024-03-26,3,2.63,14.07,Normal,0
2024-03-27,3,2.67,12.36,Normal,0
2024-03-28,2,2.67,-25.09,Normal,0
2024-03-29,3,2.67,12.36,Normal,0
2024-04-01,1,2.59,-61.39,Normal,679
2024-04-02,2,2.57,-22.18,Normal,0
2024-04-03,2,2.48,-19.35,Normal,0
2024-04-04,2,2.39,-16.32,Normal,0
2024-04-05,4,2.52,58.73,Elevated,0
2024-04-06,2,2.48,-19.35,Normal,0
2024-04-07,1,2.43,-58.85,Normal,0
2024-04-08,3,2.46,21.95,Normal,0
2024-04-09,4,2.52,58.73,Elevated,0
2024-04-10,2,2.52,-20.63,Normal,0
2024-04-11,4,2.48,61.29,Elevated,0
2024-04-12,3,2.44,22.95,Normal,0
2024-04-15,6,2.74,118.98,Anomaly,0
2024-04-16,1,2.67,-62.55,Normal,0
2024-04-17,1,2.58,-61.24,Normal,0
2024-04-18,1,2.52,-60.32,Normal,0
2024-04-19,6,2.64,127.27,Anomaly,0
2024-04-22,1,2.46,-59.35,Normal,0
2024-04-23,4,2.58,55.04,Elevated,0
2024-04-24,1,2.58,-61.24,Normal,0
2024-04-25,2,2.54,-21.26,Normal,0
2024-04-26,1,2.46,-59.35,Normal,0
2024-04-29,3,2.48,20.97,Normal,0
2024-04-30,7,2.67,162.17,Anomaly,0
2024-05-01,1,2.67,-62.55,Normal,806
2024-05-02,5,2.79,79.21,Elevated,0
2024-05-03,1,2.75,-63.64,Normal,0
2024-05-06,7,2.95,137.29,Anomaly,0
2024-05-07,7,3.23,116.72,Anomaly,0
2024-05-08,4,3.27,22.32,Normal,0
2024-05-09,4,3.27,22.32,Normal,0
2024-05-13,2,3.25,-38.46,Normal,0
2024-05-14,1,3.14,-68.15,Normal,0
2024-05-15,2,2.95,-32.2,Normal,0
2024-05-16,3,3.05,-1.64,Normal,0
2024-05-17,2,3.1,-35.48,Normal,0
2024-05-18,1,3.1,-67.74,Normal,0
2024-05-20,2,2.9,-31.03,Normal,0
2024-05-21,1,2.82,-64.54,Normal,0
2024-05-22,5,3.0,66.67,Elevated,0
2024-05-23,2,2.91,-31.27,Normal,0
2024-05-24,1,2.91,-65.64,Normal,0
2024-05-27,6,3.19,88.09,Elevated,0
2024-05-28,1,3.09,-67.64,Normal,0
2024-05-29,5,3.18,57.23,Elevated,0
2024-05-30,4,3.05,31.15,Normal,0
2024-05-31,3,3.14,-4.46,Normal,0
2024-06-03,3,3.14,-4.46,Normal,0
2024-06-04,5,3.23,54.8,Elevated,0
2024-06-05,3,3.05,-1.64,Normal,0
2024-06-06,1,2.77,-63.9,Normal,0
2024-06-07,1,2.64,-62.12,Normal,0
2024-06-08,1,2.5,-60.0,Normal,0
2024-06-09,1,2.43,-58.85,Normal,0
2024-06-10,4,2.5,60.0,Elevated,0
2024-06-11,5,2.6,92.31,Elevated,0
2024-06-12,4,2.68,49.25,Normal,0
2024-06-13,1,2.68,-62.69,Normal,0
2024-06-15,1,2.63,-61.98,Normal,0
2024-06-16,1,2.58,-61.24,Normal,0
2024-06-17,4,2.71,47.6,Normal,0
2024-06-19,4,2.79,43.37,Normal,0
2024-06-20,2,2.83,-29.33,Normal,0
2024-06-21,3,2.75,9.09,Normal,0
2024-06-24,4,2.91,37.46,Normal,0
2024-06-25,4,2.96,35.14,Normal,0
2024-06-26,3,2.83,6.01,Normal,0
2024-06-27,5,3.0,66.67,Elevated,0
2024-06-28,2,2.88,-30.56,Normal,0
2024-07-01,4,2.87,39.37,Normal,743
2024-07-03,3,2.87,4.53,Normal,0
2024-07-04,3,2.78,7.91,Normal,0
2024-07-05,2,2.74,-27.01,Normal,0
2024-07-08,4,3.05,31.15,Normal,0
2024-07-09,3,3.14,-4.46,Normal,0
2024-07-10,6,3.24,85.19,Elevated,0
2024-07-11,5,3.24,54.32,Elevated,0
2024-07-12,6,3.33,80.18,Elevated,0
2024-07-14,1,3.33,-69.97,Normal,0
2024-07-15,4,3.48,14.94,Normal,0
2024-07-16,4,3.62,10.5,Normal,0
2024-07-17,12,4.0,200.0,Anomaly,0
2024-07-18,4,4.0,0.0,Normal,0
2024-07-19,2,3.91,-48.85,Normal,0
2024-07-21,6,4.14,44.93,Normal,0
2024-07-22,2,4.05,-50.62,Normal,0
2024-07-23,21,4.78,339.33,Anomaly,0
2024-07-24,4,4.78,-16.32,Normal,0
2024-07-25,2,4.7,-57.45,Normal,0
2024-07-26,4,4.74,-15.61,Normal,0
2024-07-29,1,4.68,-78.63,Normal,0
2024-07-30,2,4.57,-56.24,Normal,0
2024-07-31,2,4.48,-55.36,Normal,0
2024-08-01,2,4.38,-54.34,Normal,739
2024-08-02,2,4.33,-53.81,Normal,0
2024-08-03,1,4.25,-76.47,Normal,0
2024-08-05,5,4.37,14.42,Normal,0
2024-08-06,2,4.28,-53.27,Normal,0
2024-08-09,1,4.13,-75.79,Normal,0
2024-08-10,1,3.96,-74.75,Normal,0
2024-08-12,1,3.74,-73.26,Normal,0
2024-08-13,3,3.83,-21.67,Normal,0
2024-08-16,1,3.29,-69.6,Normal,0
2024-08-19,1,3.2,-68.75,Normal,0
2024-08-20,2,3.0,-33.33,Normal,0
2024-08-22,1,2.0,-50.0,Normal,0
2024-08-27,1,1.71,-41.52,Normal,0
2024-08-28,1,1.71,-41.52,Normal,0
2024-08-29,1,1.65,-39.39,Normal,0
2024-08-30,1,1.59,-37.11,Normal,0
2024-09-04,1,1.29,-22.48,Normal,0
2024-09-05,3,1.36,120.59,Anomaly,0
2024-09-10,1,1.38,-27.54,Normal,0
2024-09-16,1,1.27,-21.26,Normal,0
2024-09-17,1,1.25,-20.0,Normal,0
2024-09-18,1,1.25,-20.0,Normal,0
2024-09-20,3,1.33,125.56,Anomaly,0
2024-09-24,1,1.33,-24.81,Normal,0
2024-09-27,1,1.36,-26.47,Normal,0
2024-09-30,1,1.4,-28.57,Normal,0
2024-10-01,1,1.36,-26.47,Normal,848
2024-10-03,1,1.33,-24.81,Normal,0
2024-10-10,2,1.3,53.85,Elevated,0
2024-10-17,1,1.33,-24.81,Normal,0
2024-10-18,1,1.33,-24.81,Normal,0
2024-10-23,1,1.11,-9.91,Normal,0
2024-10-24,1,1.11,-9.91,Normal,0
2024-10-26,1,1.1,-9.09,Normal,0
2024-10-28,2,1.2,66.67,Elevated,0
2024-10-31,2,1.33,50.38,Elevated,0
2024-11-01,1,1.3,-23.08,Normal,792
2024-11-13,1,1.22,-18.03,Normal,0
2024-11-20,1,1.25,-20.0,Normal,0
2024-11-21,1,1.22,-18.03,Normal,0
2024-11-24,1,1.25,-20.0,Normal,0
2024-11-25,2,1.38,44.93,Normal,0
2024-11-30,1,1.14,-12.28,Normal,0
2024-12-03,2,1.29,55.04,Elevated,0
2024-12-05,1,1.25,-20.0,Normal,0
2024-12-09,3,1.44,108.33,Anomaly,0
2024-12-17,1,1.44,-30.56,Normal,0
2024-12-26,1,1.5,-33.33,Normal,0
2024-12-29,2,1.57,27.39,Normal,0
2025-01-01,1,1.57,-36.31,Normal,872
2025-01-03,1,1.43,-30.07,Normal,0
2025-01-10,1,1.17,-14.53,Normal,0
2025-01-13,1,1.14,-12.28,Normal,0
2025-01-15,1,1.13,-11.5,Normal,0
2025-01-16,1,1.13,-11.5,Normal,0
